student_id,cohort_id,synthetic_split,placement_outcome_quarantined,cgpa,backlogs,tenth_percentage,twelfth_percentage,branch,semester,problem_solving_score,communication_score,assessments_completed,skill_python,skill_sql,skill_dsa,skill_git,skill_fastapi,skill_react,skill_cloud,skill_statistics,skill_powerbi,verified_skills_count,projects_count,verified_projects_count,internships_count,experience_months,certifications_count,courses_completed,avg_course_progress,resume_uploaded,profile_completeness,target_role,role_match_score,market_alignment_score,critical_skill_gaps,readiness_score,readiness_tier,is_ready
OMEN-10821,2026-CSE,test,Rejected,6.62,0,52.1,58.9,CSE,5,65.6,69.2,5,71.1,68.2,79.3,61.8,40.1,43.5,52.6,87.3,55.3,4,4,3,0,0,2,4,87.6,1,94.4,AI/ML Engineer,91.3,62.1,2,66,Near-Ready,0
OMEN-10822,2026-EEE,train,Selected,7.69,0,71.8,65.2,EEE,6,50.8,87.9,3,67.0,43.2,60.5,71.4,51.2,79.3,45.3,44.0,50.7,3,3,2,1,4,0,2,61.7,1,84.9,Software Engineer,88.0,58.2,2,63,Near-Ready,0
OMEN-10823,2026-CSE,train,Rejected,9.1,0,82.5,75.2,CSE,8,89.5,65.8,7,62.4,59.5,73.3,84.2,75.4,55.9,74.7,43.3,47.4,4,6,2,2,8,2,0,27.0,1,90.5,Software Engineer,96.0,63.6,0,81,Ready,1
OMEN-10824,2026-ECE,train,Rejected,6.05,0,56.1,49.6,ECE,7,48.4,52.4,5,69.6,44.6,43.2,32.9,29.2,15.3,39.8,68.0,19.8,2,5,5,1,5,0,1,26.2,1,97.0,AI/ML Engineer,72.1,39.8,4,49,Needs Training,0
OMEN-10825,2026-CSE,val,Unplaced,4.89,2,47.4,45.0,CSE,8,59.8,95.7,7,67.2,51.7,70.1,44.7,36.4,28.7,59.9,52.8,44.2,2,1,1,2,10,2,4,89.5,1,81.3,AI/ML Engineer,82.1,56.2,2,47,Needs Training,0
OMEN-10826,2026-CIVIL,train,Selected,7.73,0,77.1,69.6,CIVIL,5,67.8,76.2,7,56.7,80.2,67.9,69.1,50.7,50.8,75.4,56.5,32.9,4,2,1,1,5,4,2,55.2,1,84.5,Software Engineer,86.8,62.4,1,70,Near-Ready,0
OMEN-10827,2026-IT,train,Rejected,8.0,0,80.8,61.3,IT,6,41.6,70.3,2,58.6,50.1,48.4,68.4,43.1,52.3,60.4,57.5,41.8,1,0,0,1,3,1,2,68.5,1,67.2,Software Engineer,79.8,53.1,2,56,Needs Training,0
OMEN-10828,2026-CSE,train,Unplaced,8.34,0,77.9,85.8,CSE,6,72.6,56.7,5,61.1,70.5,57.2,70.3,49.6,29.2,94.7,68.8,44.3,4,2,2,1,3,2,1,45.4,1,86.5,Software Engineer,80.0,58.7,2,66,Near-Ready,0
OMEN-10829,2026-EEE,val,Rejected,7.66,0,74.6,79.0,EEE,6,67.6,74.8,3,72.8,87.5,72.8,63.4,48.6,65.8,49.4,81.8,67.6,6,4,3,1,5,1,1,32.5,1,92.6,Data Analyst,98.0,71.5,0,86,Ready,1
OMEN-10830,2026-ECE,val,Rejected,7.9,0,77.7,79.0,ECE,5,79.6,49.5,2,64.6,73.8,61.3,50.0,47.4,49.7,59.5,53.6,46.2,1,1,1,0,0,0,3,50.2,1,69.5,Software Engineer,82.2,53.7,4,50,Needs Training,0
OMEN-10831,2026-IT,train,Unplaced,6.69,0,50.7,62.3,IT,5,33.2,61.2,4,60.1,57.6,41.8,60.6,43.0,53.1,41.6,51.8,42.1,0,2,1,1,3,2,1,44.2,1,82.7,Software Engineer,78.8,49.7,3,55,Needs Training,0
OMEN-10832,2026-IT,train,Rejected,6.47,0,62.0,65.1,IT,8,15.0,73.8,2,92.1,36.2,42.3,39.5,26.3,29.8,48.1,71.1,27.6,2,3,2,1,4,4,0,12.3,1,77.8,AI/ML Engineer,76.8,47.7,3,51,Needs Training,0
OMEN-10833,2026-ECE,test,Selected,7.97,0,76.4,76.1,ECE,5,63.4,72.7,4,86.4,57.1,69.2,62.5,62.6,37.6,71.1,88.5,18.5,4,5,2,0,0,4,0,0.0,1,90.9,AI/ML Engineer,97.6,62.0,0,76,Ready,1
OMEN-10834,2026-IT,train,Rejected,5.81,1,47.8,58.1,IT,7,39.7,30.3,3,53.0,55.9,30.8,51.9,16.1,37.8,13.6,52.5,50.0,0,4,2,0,0,1,1,32.7,1,89.3,Data Analyst,62.6,40.2,6,21,Needs Training,0
OMEN-10835,2026-ECE,train,Rejected,7.95,0,71.8,69.2,ECE,8,61.9,42.2,5,59.6,64.2,54.2,40.7,43.6,48.5,52.7,61.1,69.8,1,8,3,1,3,2,0,27.5,1,94.7,Data Analyst,82.5,54.7,3,64,Near-Ready,0
OMEN-10836,2026-MECH,train,Unplaced,7.4,0,61.5,66.9,MECH,6,51.0,48.4,2,55.9,38.1,56.0,53.7,49.5,60.8,32.8,42.8,27.0,0,2,1,0,0,1,2,46.7,1,80.0,Software Engineer,77.9,45.8,4,43,Needs Training,0
OMEN-10837,2026-CIVIL,train,Selected,8.12,0,73.9,74.2,CIVIL,6,70.3,57.7,5,67.7,76.1,73.6,49.0,25.2,29.3,83.1,69.8,48.7,5,1,0,0,0,3,2,45.5,1,80.8,AI/ML Engineer,92.1,60.2,1,67,Near-Ready,0
OMEN-10838,2026-CSE,train,Selected,8.88,0,73.1,72.6,CSE,7,62.9,77.2,2,67.4,52.7,68.2,87.3,82.5,55.7,55.7,58.3,41.0,4,6,4,1,4,0,3,60.1,1,82.1,Software Engineer,94.8,64.2,0,84,Ready,1
OMEN-10839,2026-CIVIL,train,Rejected,8.17,0,71.9,71.0,CIVIL,5,58.2,45.0,4,66.2,75.0,57.4,51.9,54.4,50.6,16.5,54.0,69.8,3,2,1,0,0,0,1,39.1,1,75.4,Data Analyst,86.3,56.4,1,59,Needs Training,0
OMEN-10840,2026-CSE,train,Selected,7.49,0,70.7,70.7,CSE,7,57.8,67.9,2,65.2,56.8,72.7,63.5,77.4,85.8,59.7,56.0,55.1,4,4,2,1,4,0,1,31.4,1,93.4,Software Engineer,95.4,63.8,1,75,Ready,1
OMEN-10841,2026-IT,test,Rejected,9.8,0,94.7,80.7,IT,7,59.8,67.4,5,94.2,55.5,91.7,71.9,70.8,31.4,97.4,71.6,21.1,6,7,3,1,3,0,6,100.0,1,94.0,AI/ML Engineer,95.4,66.7,0,81,Ready,1
OMEN-10842,2026-MECH,train,Rejected,6.19,0,59.8,51.8,MECH,7,62.1,56.4,5,43.1,85.9,35.5,45.2,34.0,27.0,17.6,74.9,75.0,3,4,2,0,0,1,0,29.3,1,92.1,Data Analyst,89.9,53.0,1,63,Near-Ready,0
OMEN-10843,2026-ECE,test,Selected,9.0,0,82.7,83.5,ECE,6,77.1,76.4,7,96.3,39.1,74.5,61.0,51.4,52.3,66.6,63.7,9.5,3,1,0,1,5,2,5,100.0,0,56.5,AI/ML Engineer,87.8,59.9,2,65,Near-Ready,0
OMEN-10844,2026-EEE,train,Rejected,6.41,0,67.0,48.0,EEE,6,53.5,81.8,1,40.2,98.0,31.1,35.6,16.8,26.3,44.7,87.1,81.1,0,0,0,0,0,1,0,7.3,1,65.4,Data Analyst,91.8,58.3,1,55,Needs Training,0
OMEN-10845,2026-EEE,val,Rejected,4.89,2,45.0,52.8,EEE,6,30.0,72.0,2,50.6,68.4,13.8,27.8,24.1,19.8,5.0,56.6,80.6,2,6,1,0,0,0,2,63.5,1,85.1,Data Analyst,77.4,43.9,4,19,Needs Training,0
OMEN-10846,2026-CSE,test,Selected,7.49,0,73.6,58.1,CSE,6,70.2,55.3,4,93.7,35.7,86.5,62.8,61.6,38.6,84.5,51.6,26.7,3,2,1,1,4,1,1,35.4,1,84.6,AI/ML Engineer,84.1,58.7,2,66,Near-Ready,0
OMEN-10847,2026-IT,train,Selected,8.08,0,87.1,76.0,IT,7,74.2,63.3,4,81.7,59.1,88.0,55.8,40.2,54.8,67.6,82.1,47.8,4,0,0,2,6,3,3,67.5,1,73.5,AI/ML Engineer,97.1,63.4,0,77,Ready,1
OMEN-10848,2026-ECE,test,Selected,9.0,0,82.9,73.9,ECE,8,75.5,52.2,4,77.5,56.4,84.0,69.3,44.9,34.3,95.4,89.4,57.1,5,4,3,1,3,5,0,24.2,1,96.9,AI/ML Engineer,95.4,67.4,0,82,Ready,1
OMEN-10849,2026-CSE,train,Selected,7.66,0,77.0,68.9,CSE,6,55.3,77.0,5,55.5,71.4,34.1,28.4,33.5,12.7,16.3,37.3,70.8,2,3,2,1,4,0,0,6.8,1,91.9,Data Analyst,77.0,46.4,4,54,Needs Training,0
OMEN-10850,2026-IT,train,Selected,6.8,0,63.9,64.3,IT,8,48.4,58.4,3,84.7,75.0,76.5,98.0,67.7,88.1,41.9,67.8,63.8,7,2,2,1,3,1,1,11.1,1,81.9,Software Engineer,99.7,69.3,0,75,Ready,1
OMEN-10851,2026-IT,train,Unplaced,8.04,0,83.2,75.1,IT,8,37.7,73.3,2,84.7,78.6,42.0,65.1,52.8,62.8,24.6,60.7,85.3,4,1,0,2,10,0,0,11.9,0,56.1,Data Analyst,92.8,65.4,1,65,Near-Ready,0
OMEN-10852,2026-CIVIL,train,Rejected,8.34,0,76.2,77.2,CIVIL,8,60.8,83.0,4,90.8,86.7,42.0,64.8,52.4,38.3,42.3,80.0,59.7,3,1,0,2,10,1,0,17.1,1,78.3,Data Analyst,96.5,70.3,0,74,Near-Ready,0
OMEN-10853,2026-EEE,train,Selected,8.4,0,88.2,75.4,EEE,8,74.2,50.9,3,61.0,91.3,52.3,68.1,76.5,49.8,53.4,70.5,84.1,5,5,2,2,8,0,0,20.4,0,73.6,Data Analyst,94.9,68.0,0,81,Ready,1
OMEN-10854,2026-CSE,train,Rejected,6.42,0,77.1,62.0,CSE,8,45.6,61.3,6,71.6,41.1,56.2,74.6,74.8,70.7,52.1,38.5,18.9,4,5,4,2,8,0,1,20.7,1,97.1,Software Engineer,90.0,53.6,2,63,Near-Ready,0
OMEN-10855,2026-CSE,val,Selected,8.86,0,77.6,78.0,CSE,7,55.6,56.7,5,78.4,91.2,59.6,53.5,50.1,33.3,53.7,88.1,83.1,4,5,3,1,5,2,1,31.5,1,91.2,Data Analyst,100.0,67.0,0,80,Ready,1
OMEN-10856,2026-ECE,train,Rejected,8.75,2,76.5,79.0,ECE,8,80.0,53.0,4,68.0,60.7,72.7,84.6,78.9,58.8,69.9,44.4,45.3,5,2,2,2,10,1,2,40.4,1,84.1,Software Engineer,97.3,62.7,0,63,Near-Ready,0
OMEN-10857,2026-CSE,train,Rejected,6.42,1,56.0,64.7,CSE,8,47.1,71.7,8,60.0,31.8,44.5,39.2,27.9,16.6,54.3,67.7,26.1,1,5,4,2,8,2,2,49.5,1,98.9,AI/ML Engineer,70.4,45.6,4,44,Needs Training,0
OMEN-10858,2026-IT,train,Rejected,6.81,0,65.9,57.2,IT,7,73.2,24.2,3,63.8,62.7,98.0,85.8,96.7,64.5,47.6,53.2,31.8,3,5,3,0,0,0,2,41.7,1,87.7,Software Engineer,99.5,59.5,0,72,Near-Ready,0
OMEN-10859,2026-IT,train,Selected,9.8,0,78.3,81.4,IT,6,98.0,51.8,6,86.1,82.4,86.6,67.3,60.6,53.1,54.1,81.9,98.0,6,3,3,2,8,1,2,50.1,1,87.2,Data Analyst,98.6,75.2,0,90,Ready,1
OMEN-10860,2026-ECE,test,Selected,9.27,0,75.5,84.2,ECE,7,90.3,81.2,6,71.4,62.0,86.3,52.7,54.6,59.2,70.4,82.0,33.1,4,3,3,2,10,4,3,72.3,1,92.0,AI/ML Engineer,95.9,64.7,1,83,Ready,1
OMEN-10861,2026-ECE,train,Rejected,7.24,0,67.7,58.6,ECE,6,72.6,47.1,3,44.6,83.0,49.0,37.3,20.0,5.0,28.3,77.6,90.6,3,5,2,0,0,0,2,43.7,0,72.1,Data Analyst,91.0,52.8,1,59,Needs Training,0
OMEN-10862,2026-ECE,test,Unplaced,7.98,0,64.9,67.7,ECE,7,50.1,45.7,1,67.9,70.2,63.7,51.6,26.4,35.3,70.0,90.5,31.2,4,2,2,2,10,0,3,68.0,1,78.6,AI/ML Engineer,95.1,54.9,1,70,Near-Ready,0
OMEN-10863,2026-CSE,train,Unplaced,5.41,0,45.0,50.2,CSE,8,62.9,30.6,6,85.3,48.6,50.9,53.3,64.2,52.4,65.0,42.3,21.8,1,2,1,0,0,3,0,1.6,1,82.0,Software Engineer,83.5,49.8,2,52,Needs Training,0
OMEN-10864,2026-CSE,train,Selected,8.53,0,79.6,79.5,CSE,8,71.2,57.7,6,85.7,69.0,89.4,55.3,57.9,34.3,74.7,83.8,32.5,5,2,2,1,5,4,2,61.4,1,89.8,AI/ML Engineer,99.1,64.6,0,81,Ready,1
OMEN-10865,2026-MECH,val,Selected,6.07,2,54.1,57.3,MECH,6,37.8,52.1,3,75.0,77.2,37.8,56.9,20.5,27.8,33.3,77.3,60.7,3,1,0,0,0,0,0,4.9,1,81.4,Data Analyst,94.2,56.1,0,37,Needs Training,0
OMEN-10866,2026-IT,train,Selected,7.45,0,69.1,62.2,IT,7,66.5,60.6,5,83.7,56.5,94.4,56.8,43.8,30.9,83.4,70.2,10.2,4,2,1,1,4,2,1,28.3,1,87.2,AI/ML Engineer,93.9,59.4,0,71,Near-Ready,0
OMEN-10867,2026-IT,train,Unplaced,7.22,0,70.3,63.6,IT,6,67.0,57.9,5,77.4,57.1,54.8,67.3,55.7,56.8,52.6,39.8,21.2,2,3,2,1,3,5,2,74.1,1,92.8,Software Engineer,88.6,53.9,1,69,Near-Ready,0
OMEN-10868,2026-CSE,train,Rejected,8.52,0,79.7,88.2,CSE,5,70.6,37.1,6,78.8,46.7,71.8,30.3,33.0,5.0,65.3,58.3,32.5,3,0,0,0,0,5,3,49.8,1,81.9,AI/ML Engineer,86.0,46.6,2,59,Needs Training,0
OMEN-10869,2026-CSE,val,Unplaced,5.97,0,50.7,53.5,CSE,8,66.6,52.6,2,71.0,57.2,72.7,65.6,51.3,77.1,66.4,37.9,8.7,5,3,0,1,5,2,1,57.0,1,81.8,Software Engineer,93.0,54.7,0,67,Near-Ready,0
OMEN-10870,2026-IT,val,Selected,6.11,0,65.6,54.9,IT,8,50.9,68.7,3,56.2,84.9,18.6,35.1,25.9,10.5,31.7,77.0,58.7,2,4,1,1,4,2,2,62.7,0,68.9,Data Analyst,88.3,50.7,1,61,Near-Ready,0
OMEN-10871,2026-CSE,train,Selected,7.97,0,77.9,72.7,CSE,7,65.1,40.7,4,67.8,85.5,53.7,26.3,26.2,23.6,36.0,98.0,87.1,4,3,2,2,6,0,1,23.7,0,71.0,Data Analyst,95.3,57.3,0,77,Ready,1
OMEN-10872,2026-CSE,val,Rejected,7.5,2,78.6,56.9,CSE,7,60.1,59.9,3,72.3,65.1,50.0,41.5,41.7,5.0,59.8,87.7,62.4,3,2,2,1,4,1,0,11.3,0,60.4,Data Analyst,92.6,58.5,1,49,Needs Training,0
OMEN-10873,2026-IT,train,Rejected,7.14,1,70.2,56.3,IT,8,78.4,59.5,10,66.7,53.4,65.5,71.2,36.5,55.0,31.8,67.3,73.5,5,2,0,0,0,3,3,63.0,1,85.8,Data Analyst,88.7,60.9,1,50,Needs Training,0
OMEN-10874,2026-MECH,train,Rejected,7.55,0,69.4,69.0,MECH,8,71.3,80.7,5,78.0,91.4,35.0,57.7,16.7,49.4,38.6,74.3,86.5,4,5,2,1,3,1,3,62.3,1,96.5,Data Analyst,98.8,65.6,0,82,Ready,1
OMEN-10875,2026-IT,train,Rejected,7.78,0,74.1,80.3,IT,8,55.5,43.7,5,55.4,70.5,63.9,60.8,37.3,52.7,7.2,76.2,68.3,3,3,2,0,0,0,2,45.9,1,89.3,Data Analyst,84.1,55.1,2,56,Needs Training,0
OMEN-10876,2026-CSE,train,Rejected,7.84,0,84.5,71.6,CSE,8,59.0,78.3,4,73.7,42.6,61.8,35.5,30.9,25.9,49.0,65.4,12.0,2,3,1,0,0,1,1,37.4,1,89.8,AI/ML Engineer,80.4,48.6,3,53,Needs Training,0
OMEN-10877,2026-CSE,train,Rejected,7.78,0,69.7,63.4,CSE,7,35.3,46.0,2,51.7,46.1,18.4,61.8,44.5,31.7,31.2,29.5,24.2,0,1,0,1,5,0,2,39.9,1,72.5,Software Engineer,64.1,37.7,5,27,Needs Training,0
OMEN-10878,2026-IT,train,Selected,7.07,0,65.9,58.2,IT,8,82.3,73.4,2,80.2,72.3,90.7,50.7,33.3,44.4,64.8,86.6,43.8,4,6,3,1,3,0,3,63.3,0,76.3,AI/ML Engineer,96.9,63.4,0,82,Ready,1
OMEN-10879,2026-EEE,train,Rejected,8.08,0,88.2,73.4,EEE,6,65.8,70.9,4,69.5,98.0,61.7,43.1,27.9,35.1,44.9,98.0,96.4,4,2,1,1,3,3,0,2.4,1,82.8,Data Analyst,98.8,68.2,0,77,Ready,1
OMEN-10880,2026-CSE,train,Rejected,7.11,0,66.5,65.8,CSE,8,53.0,66.5,2,54.5,60.0,17.8,44.4,25.9,14.1,9.4,69.8,59.6,1,2,0,2,8,0,2,34.2,1,74.4,Data Analyst,82.2,46.8,2,53,Needs Training,0
OMEN-10881,2026-CSE,train,Selected,7.82,0,77.0,73.0,CSE,6,53.8,61.1,9,72.1,63.7,70.8,69.1,68.3,78.2,43.9,39.1,12.7,5,1,0,0,0,1,2,52.9,0,60.2,Software Engineer,96.2,55.2,0,64,Near-Ready,0
OMEN-10882,2026-CSE,val,Unplaced,4.71,2,49.4,45.0,CSE,8,75.0,77.0,6,56.3,67.0,40.5,33.4,22.8,7.2,13.2,67.9,70.8,3,3,1,0,0,1,3,69.9,1,96.8,Data Analyst,85.4,49.6,3,37,Needs Training,0
OMEN-10883,2026-CSE,train,Selected,8.28,0,72.3,70.1,CSE,7,57.6,49.9,0,81.2,83.1,44.8,50.4,55.6,23.9,61.1,79.9,58.1,3,2,1,1,3,1,3,76.4,1,74.7,Data Analyst,95.5,62.0,0,70,Near-Ready,0
OMEN-10884,2026-CSE,test,Selected,7.35,0,69.1,68.7,CSE,7,65.5,87.6,2,81.5,82.9,70.5,81.4,82.8,69.1,45.9,82.4,44.1,7,4,3,2,8,0,2,39.3,1,85.5,Software Engineer,98.4,74.4,0,84,Ready,1
OMEN-10885,2026-IT,train,Rejected,6.31,4,50.7,65.7,IT,7,55.9,61.7,2,62.5,33.0,64.7,63.3,61.8,66.6,42.8,27.2,15.0,1,3,1,0,0,0,0,23.6,1,81.9,Software Engineer,86.3,48.8,2,29,Needs Training,0
OMEN-10886,2026-EEE,test,Selected,7.46,0,72.4,64.4,EEE,7,60.7,70.1,4,70.0,84.7,40.1,44.4,59.5,38.4,33.6,90.4,78.7,4,3,2,1,3,4,0,27.8,1,81.9,Data Analyst,97.9,64.7,0,78,Ready,1
OMEN-10887,2026-CSE,train,Rejected,6.13,0,63.6,63.0,CSE,8,44.8,38.6,3,78.1,54.0,63.6,56.8,43.1,51.9,70.1,50.5,43.5,2,8,8,1,3,1,1,31.3,1,88.6,AI/ML Engineer,87.1,51.8,1,69,Near-Ready,0
OMEN-10888,2026-CSE,train,Rejected,6.8,0,68.8,74.4,CSE,6,44.2,61.8,2,58.1,49.6,47.8,49.6,56.0,68.2,60.6,27.3,16.5,1,3,2,1,3,0,2,54.3,0,62.7,Software Engineer,82.2,47.3,2,57,Needs Training,0
OMEN-10889,2026-CIVIL,train,Unplaced,7.5,0,63.7,69.7,CIVIL,8,68.7,67.3,6,74.0,81.4,79.9,55.0,46.5,51.7,95.5,89.3,61.3,5,1,1,1,4,2,0,0.0,1,85.5,AI/ML Engineer,96.4,70.6,0,77,Ready,1
OMEN-10890,2026-CIVIL,test,Unplaced,5.49,3,50.3,49.8,CIVIL,7,45.2,37.9,3,52.3,64.6,57.1,60.4,72.8,53.3,42.5,31.3,55.0,1,0,0,0,0,0,2,34.2,1,70.3,Software Engineer,85.2,49.1,2,25,Needs Training,0
OMEN-10891,2026-EEE,val,Selected,7.9,0,80.2,72.2,EEE,7,61.0,52.3,2,53.5,79.0,51.5,49.0,69.2,58.4,48.9,66.7,73.9,4,7,2,1,3,2,0,20.0,1,87.7,Data Analyst,90.4,63.1,1,70,Near-Ready,0
OMEN-10892,2026-ECE,test,Unplaced,4.98,3,49.2,45.0,ECE,7,31.8,69.5,1,29.9,55.0,33.7,14.5,24.4,25.9,6.4,53.5,38.9,0,5,1,1,3,1,2,42.8,1,88.1,Data Analyst,58.5,36.5,5,18,Needs Training,0
OMEN-10893,2026-CIVIL,train,Selected,7.82,0,75.4,68.3,CIVIL,7,53.6,60.3,2,59.9,62.1,31.8,56.6,46.3,25.4,42.1,62.9,73.2,1,2,1,2,6,0,1,29.1,0,64.5,Data Analyst,87.0,55.1,3,54,Needs Training,0
OMEN-10894,2026-IT,test,Rejected,6.88,0,66.3,55.2,IT,8,62.2,48.6,3,74.9,43.6,82.1,78.3,84.5,57.4,52.0,44.6,17.3,4,4,3,1,3,0,5,100.0,1,87.2,Software Engineer,94.3,56.0,1,69,Near-Ready,0
OMEN-10895,2026-CSE,train,Selected,8.88,0,76.5,75.3,CSE,5,57.8,64.7,3,73.3,62.9,54.0,45.4,26.9,17.9,71.7,71.6,37.1,3,1,1,1,5,3,1,31.7,0,58.4,AI/ML Engineer,91.2,52.1,0,75,Ready,1
OMEN-10896,2026-EEE,test,Selected,7.96,0,77.6,72.8,EEE,7,77.4,36.0,2,59.4,93.5,48.0,56.4,45.1,24.4,75.2,86.5,98.0,4,3,1,0,0,0,1,21.7,1,86.2,Data Analyst,96.1,65.6,1,65,Near-Ready,0
OMEN-10897,2026-CSE,train,Selected,8.47,0,81.7,68.2,CSE,5,64.5,48.7,6,79.6,44.0,62.5,83.8,81.0,61.8,64.4,57.2,27.2,3,1,1,0,0,1,4,91.5,1,76.1,Software Engineer,92.5,58.9,0,71,Near-Ready,0
OMEN-10898,2026-CSE,train,Unplaced,7.78,0,71.8,62.3,CSE,5,56.3,77.2,3,58.0,57.9,74.7,60.0,51.0,40.4,36.5,32.2,7.1,1,0,0,1,3,1,3,81.5,1,71.1,Software Engineer,84.0,49.8,2,60,Near-Ready,0
OMEN-10899,2026-ECE,train,Selected,6.69,0,61.4,64.5,ECE,8,53.1,63.9,6,80.8,40.5,61.3,53.3,41.8,17.6,61.1,73.7,37.6,2,2,0,1,4,2,2,60.3,1,85.5,AI/ML Engineer,86.7,51.1,1,60,Near-Ready,0
OMEN-10900,2026-CSE,val,Rejected,8.67,0,79.6,84.3,CSE,5,60.9,56.2,4,86.2,77.8,45.4,61.2,45.5,30.8,48.1,59.4,68.0,3,1,1,0,0,0,3,60.9,0,57.8,Data Analyst,92.5,61.4,1,65,Near-Ready,0
OMEN-10901,2026-IT,train,Rejected,7.83,0,69.9,62.9,IT,6,54.6,60.2,5,60.1,39.1,44.6,68.4,31.9,33.4,49.2,38.4,47.9,1,5,4,0,0,2,2,39.5,1,96.4,Software Engineer,68.2,45.7,4,51,Needs Training,0
OMEN-10902,2026-CSE,train,Rejected,7.02,0,65.6,56.1,CSE,6,64.8,81.6,4,55.5,41.2,63.8,77.9,58.8,88.9,67.5,58.8,28.5,3,1,0,1,5,3,2,62.7,1,77.3,Software Engineer,89.1,63.0,1,68,Near-Ready,0
OMEN-10903,2026-IT,test,Unplaced,6.06,0,61.1,54.6,IT,5,53.7,61.5,5,52.0,32.8,52.9,62.0,47.1,48.1,43.5,66.7,19.6,1,1,1,0,0,1,1,32.4,1,85.7,AI/ML Engineer,68.3,47.1,3,41,Needs Training,0
OMEN-10904,2026-CSE,train,Selected,6.99,0,69.4,65.9,CSE,6,61.8,68.0,6,76.4,45.3,57.8,76.9,79.3,76.2,53.0,40.5,22.8,4,4,4,1,3,2,2,59.7,1,94.4,Software Engineer,92.1,58.2,1,81,Ready,1
OMEN-10905,2026-CSE,train,Selected,6.63,1,61.7,62.3,CSE,7,46.2,52.9,5,56.7,36.8,35.6,29.7,45.1,39.4,26.5,73.4,48.8,1,4,3,2,10,1,0,10.5,1,99.5,Data Analyst,75.5,47.1,3,46,Needs Training,0
OMEN-10906,2026-CSE,test,Unplaced,7.06,2,57.8,70.1,CSE,5,57.8,79.7,4,86.9,33.9,86.3,72.3,50.9,50.6,71.3,84.9,19.0,5,1,0,0,0,2,2,40.3,0,73.7,AI/ML Engineer,90.2,63.7,1,47,Needs Training,0
OMEN-10907,2026-IT,val,Unplaced,5.49,1,52.1,62.7,IT,5,71.2,68.2,3,51.9,43.0,59.7,26.2,32.4,37.6,38.5,10.6,5.0,0,5,3,1,3,1,2,48.5,1,89.7,Software Engineer,62.9,37.2,6,37,Needs Training,0
OMEN-10908,2026-IT,train,Unplaced,8.45,0,92.0,76.0,IT,7,45.6,67.5,4,52.6,45.8,47.2,61.2,62.0,58.0,64.2,38.2,33.9,0,2,1,1,4,4,0,8.4,1,83.4,Software Engineer,81.7,51.1,2,65,Near-Ready,0
OMEN-10909,2026-CSE,train,Unplaced,6.4,1,57.3,60.7,CSE,5,42.5,73.5,4,53.5,56.0,30.8,26.4,14.4,40.8,62.4,84.3,31.6,1,2,1,0,0,0,2,30.2,1,81.9,AI/ML Engineer,78.2,46.5,2,44,Needs Training,0
OMEN-10910,2026-ECE,train,Rejected,7.91,0,72.8,65.3,ECE,7,46.8,53.8,5,57.3,69.0,37.0,44.2,30.0,39.1,52.8,57.6,74.9,2,1,0,1,3,1,5,100.0,1,85.2,Data Analyst,84.7,53.7,3,50,Needs Training,0
OMEN-10911,2026-EEE,test,Rejected,6.67,1,64.9,62.4,EEE,7,58.2,71.5,2,59.0,98.0,42.3,70.6,41.5,34.0,28.2,95.0,86.5,4,5,2,0,0,0,2,48.8,1,85.7,Data Analyst,96.4,66.7,1,58,Needs Training,0
OMEN-10912,2026-IT,val,Rejected,6.03,0,58.7,58.9,IT,8,58.8,40.9,6,55.5,59.1,42.1,54.0,45.9,68.7,31.7,32.9,23.4,1,2,2,1,3,1,2,59.3,1,87.5,Software Engineer,80.2,44.3,3,55,Needs Training,0
OMEN-10913,2026-IT,train,Selected,8.23,0,73.9,72.8,IT,8,74.3,80.1,7,51.3,35.6,75.1,84.8,78.1,62.8,59.4,61.9,37.9,3,4,4,1,4,1,0,31.3,1,96.7,Software Engineer,89.4,60.9,2,77,Ready,1
OMEN-10914,2026-IT,val,Selected,8.27,0,80.2,69.9,IT,8,92.8,60.3,3,92.4,70.9,90.5,98.0,94.7,85.4,65.3,70.1,55.6,8,3,3,1,3,2,1,44.9,1,88.2,Software Engineer,100.0,76.5,0,88,Ready,1
OMEN-10915,2026-IT,train,Unplaced,7.19,0,78.5,60.2,IT,6,88.8,37.4,3,92.2,45.7,78.5,50.4,39.3,23.0,64.5,74.1,21.0,3,2,2,1,5,1,1,30.7,1,74.8,AI/ML Engineer,91.8,53.4,1,71,Near-Ready,0
OMEN-10916,2026-CSE,train,Unplaced,6.85,1,52.6,61.9,CSE,5,42.9,62.5,6,59.7,47.0,49.3,42.9,22.8,5.0,71.8,76.0,45.5,2,1,0,0,0,3,3,62.1,1,80.4,AI/ML Engineer,82.9,46.8,3,40,Needs Training,0
OMEN-10917,2026-MECH,train,Unplaced,7.26,0,61.5,76.5,MECH,5,50.3,73.5,4,89.8,54.3,77.5,58.9,45.9,71.6,52.9,52.2,19.8,3,10,8,1,5,0,0,0.0,1,85.2,AI/ML Engineer,85.8,60.2,2,68,Near-Ready,0
OMEN-10918,2026-CSE,train,Rejected,8.0,0,71.4,69.4,CSE,5,66.1,40.8,9,50.9,58.8,41.8,48.3,42.0,35.6,57.1,42.3,36.6,0,5,4,0,0,0,3,77.3,1,94.5,Software Engineer,69.1,46.2,5,45,Needs Training,0
